Region,Country,City/Town,Year,"Annual mean, ug/m3"
Europe (HIC),Poland,Suwalki,2013,(14)-converted value
Europe (HIC),Poland,Suwalki,2015,13
Europe (HIC),Poland,Suwalki,2016,12
Europe (HIC),Poland,Swidnica,2013,(27)-converted value
Europe (HIC),Poland,Swidnica,2014,(26)-converted value
Europe (HIC),Poland,Swidnica,2015,(22)-converted value
Europe (HIC),Poland,Swidnica,2016,(23)-converted value
Europe (HIC),Poland,Swiecie,2013,(18)-converted value
Europe (HIC),Poland,Szczawno Zdroj,2013,(25)-converted value
Europe (HIC),Poland,Szczawno-Zdroj,2013,(25)-converted value
Europe (HIC),Poland,Szczawno-Zdroj,2014,(25)-converted value
Europe (HIC),Poland,Szczawno-Zdroj,2015,(21)-converted value
Europe (HIC),Poland,Szczawno-Zdroj,2016,(20)-converted value
Europe (HIC),Poland,Szczecin,2013,15
Europe (HIC),Poland,Szczecin,2014,20
Europe (HIC),Poland,Szczecin,2015,17
Europe (HIC),Poland,Szczecin,2016,17
Europe (HIC),Poland,Szczecinek,2013,14
Europe (HIC),Poland,Szczecinek,2014,17
Europe (HIC),Poland,Szczecinek,2015,14
Europe (HIC),Poland,Szczecinek,2016,14
Europe (HIC),Poland,Szklarki,2013,(13)-converted value
Europe (HIC),Poland,Tarnobrzeg,2013,(22)-converted value
Europe (HIC),Poland,Tarnobrzeg,2014,(24)-converted value
Europe (HIC),Poland,Tarnobrzeg,2015,(24)-converted value
Europe (HIC),Poland,Tarnobrzeg,2016,(21)-converted value
Europe (HIC),Poland,Tarnow,2013,27
Europe (HIC),Poland,Tarnow,2014,25
Europe (HIC),Poland,Tarnow,2015,25
Europe (HIC),Poland,Tarnow,2016,24
Europe (HIC),Poland,Tarnowek,2013,(21)-converted value
Europe (HIC),Poland,Tarnowo Podgorne,2014,(21)-converted value
Europe (HIC),Poland,Tarnowo Podgorne,2015,(21)-converted value
Europe (HIC),Poland,Tarnowo Podgorne,2016,(20)-converted value
Europe (HIC),Poland,Tarnowskie Gory,2013,(30)-converted value
Europe (HIC),Poland,Tarnowskie Gory,2014,34
Europe (HIC),Poland,Tarnowskie Gory,2015,29
Europe (HIC),Poland,Tarnowskie Gory,2016,28
Europe (HIC),Poland,Tczew,2014,(17)-converted value
Europe (HIC),Poland,Tczew,2015,(14)-converted value
Europe (HIC),Poland,Tczew,2016,(15)-converted value
Europe (HIC),Poland,Tomaszow Mazowiecki,2013,(31)-converted value
Europe (HIC),Poland,Tomaszow Mazowiecki,2014,(32)-converted value
Europe (HIC),Poland,Tomaszow Mazowiecki,2015,(31)-converted value
Europe (HIC),Poland,Tomaszow Mazowiecki,2016,(30)-converted value
Europe (HIC),Poland,Torun,2013,17
Europe (HIC),Poland,Torun,2014,21
Europe (HIC),Poland,Torun,2015,19
Europe (HIC),Poland,Torun,2016,18
Europe (HIC),Poland,Trzcianka,2013,(16)-converted value
Europe (HIC),Poland,Trzcianka,2014,(16)-converted value
Europe (HIC),Poland,Trzebinia,2013,28
Europe (HIC),Poland,Trzebinia,2014,25
Europe (HIC),Poland,Trzebinia,2015,26
Europe (HIC),Poland,Trzebinia,2016,27
Europe (HIC),Poland,Tuchola,2013,(16)-converted value
Europe (HIC),Poland,Tucholski,2013,14
Europe (HIC),Poland,Tucholski,2014,15
Europe (HIC),Poland,Tucholski,2015,(13)-converted value
Europe (HIC),Poland,Tucholski,2016,12
Europe (HIC),Poland,Tuchow,2013,(35)-converted value
Europe (HIC),Poland,Tuchow,2014,(30)-converted value
Europe (HIC),Poland,Tuchow,2015,(32)-converted value
Europe (HIC),Poland,Tuchow,2016,(28)-converted value
Europe (HIC),Poland,Tychy,2013,(32)-converted value
Europe (HIC),Poland,Tychy,2014,(33)-converted value
Europe (HIC),Poland,Tychy,2015,(29)-converted value
Europe (HIC),Poland,Tychy,2016,(26)-converted value
Europe (HIC),Poland,Ustron,2014,(20)-converted value
Europe (HIC),Poland,Ustron,2015,(17)-converted value
Europe (HIC),Poland,Ustron,2016,(17)-converted value
Europe (HIC),Poland,Wadowice,2013,(35)-converted value
Europe (HIC),Poland,Wadowice,2014,(31)-converted value
Europe (HIC),Poland,Wagrowiec,2013,(23)-converted value
Europe (HIC),Poland,Wagrowiec,2014,(30)-converted value
Europe (HIC),Poland,Wagrowiec,2015,(25)-converted value
Europe (HIC),Poland,Wagrowiec,2016,(24)-converted value
Europe (HIC),Poland,Walbrzych,2013,24
Europe (HIC),Poland,Walbrzych,2014,24
Europe (HIC),Poland,Walbrzych,2015,19
Europe (HIC),Poland,Walbrzych,2016,19
Europe (HIC),Poland,Warszawa,2013,26
Europe (HIC),Poland,Warszawa,2014,26
Europe (HIC),Poland,Warszawa,2015,23
Europe (HIC),Poland,Warszawa,2016,22
Europe (HIC),Poland,Wejherowo,2015,(21)-converted value
Europe (HIC),Poland,Wejherowo,2016,(21)-converted value
Europe (HIC),Poland,Widuchowa,2013,(17)-converted value
Europe (HIC),Poland,Widuchowa,2014,(20)-converted value
Europe (HIC),Poland,Widuchowa,2015,(17)-converted value
Europe (HIC),Poland,Widuchowa,2016,(17)-converted value
Europe (HIC),Poland,Wielun,2013,(26)-converted value
Europe (HIC),Poland,Wielun,2014,(27)-converted value
Europe (HIC),Poland,Wielun,2015,(26)-converted value
Europe (HIC),Poland,Wielun,2016,(25)-converted value
Europe (HIC),Poland,Wilczogora,2013,(23)-converted value
Europe (HIC),Poland,Wladyslawowo,2013,(13)-converted value
Europe (HIC),Poland,Wladyslawowo,2014,(18)-converted value
Europe (HIC),Poland,Wladyslawowo,2015,(16)-converted value
Europe (HIC),Poland,Wloclawek,2013,19
Europe (HIC),Poland,Wloclawek,2014,21
Europe (HIC),Poland,Wloclawek,2015,18
Europe (HIC),Poland,Wloclawek,2016,21
Europe (HIC),Poland,Wodzislaw Slaski,2013,(39)-converted value
Europe (HIC),Poland,Wodzislaw Slaski,2014,(39)-converted value
Europe (HIC),Poland,Wodzislaw Slaski,2015,(34)-converted value
Europe (HIC),Poland,Wodzislaw Slaski,2016,(35)-converted value
Europe (HIC),Poland,Wroclaw,2013,29
Europe (HIC),Poland,Wroclaw,2014,26
Europe (HIC),Poland,Wroclaw,2015,26
Europe (HIC),Poland,Wroclaw,2016,25
Europe (HIC),Poland,Wschowa,2013,22
Europe (HIC),Poland,Wschowa,2014,23
Europe (HIC),Poland,Wschowa,2015,(19)-converted value
Europe (HIC),Poland,Wschowa,2016,(24)-converted value
Europe (HIC),Poland,Wyszkow,2013,(13)-converted value
Europe (HIC),Poland,Zabkowice Slaskie,2013,(21)-converted value
Europe (HIC),Poland,Zabkowice Slaskie,2014,(26)-converted value
Europe (HIC),Poland,Zabkowice Slaskie,2015,(27)-converted value
Europe (HIC),Poland,Zabkowice Slaskie,2016,(28)-converted value
Europe (HIC),Poland,Zabrze,2013,(35)-converted value
Europe (HIC),Poland,Zabrze,2014,(36)-converted value
Europe (HIC),Poland,Zabrze,2015,(32)-converted value
Europe (HIC),Poland,Zabrze,2016,(32)-converted value
Europe (HIC),Poland,Zakopane,2013,32
Europe (HIC),Poland,Zakopane,2014,30
Europe (HIC),Poland,Zakopane,2015,(24)-converted value
Europe (HIC),Poland,Zakopane,2016,26
Europe (HIC),Poland,Zamosc,2013,22
Europe (HIC),Poland,Zamosc,2014,23
Europe (HIC),Poland,Zamosc,2015,24
Europe (HIC),Poland,Zary,2013,(23)-converted value
Europe (HIC),Poland,Zary,2014,(22)-converted value
Europe (HIC),Poland,Zary,2015,20
Europe (HIC),Poland,Zary,2016,21
Europe (HIC),Poland,Zawiercie,2013,(31)-converted value
Europe (HIC),Poland,Zawiercie,2014,(29)-converted value
Europe (HIC),Poland,Zawiercie,2015,(28)-converted value
Europe (HIC),Poland,Zawiercie,2016,(26)-converted value
